Subject,Item,Status,Manipulability,Actual RT,Accuracy
171,tape,Old,manipulable,946,1
171,stoplight,Old,nonmanipulable,482,1
171,Laine-MAALITSA,Old,NA,556,1
171,Laine-LISTIN,New,NA,687,1
171,Laine-kosseli,Old,NA,481,0
171,mammoth,New,nonmanipulable,553,1
171,platypus,Old,nonmanipulable,631,1
171,Laine-pynna,Old,NA,539,1
171,compass,New,manipulable,575,1
171,potter4,New,NA,511,1
171,Plank50,Old,NA,497,0
171,hose,Old,manipulable,863,1
171,barbell,Old,manipulable,479,1
171,Laine-HAAHLA,New,NA,600,1
171,seaturtle,New,nonmanipulable,549,1
171,plank108,New,NA,388,1
171,lighthouse,Old,nonmanipulable,605,1
171,Laine-liippa,New,NA,570,1
171,plant,Old,nonmanipulable,561,0
171,Laine-pintta,New,NA,517,1
171,strainer,Old,manipulable,484,1
171,colander,New,manipulable,684,1
171,Eals10,Old,NA,780,0
171,Eals29,Old,NA,706,1
171,potter29,New,NA,513,1
171,vacuum,Old,manipulable,832,1
171,Eals32,New,NA,778,0
171,potter1,New,NA,854,1
171,shark,Old,nonmanipulable,560,1
171,potter27,New,NA,840,1
171,saturn,Old,nonmanipulable,475,1
171,mug,New,manipulable,754,1
171,Laine-vemmel,New,NA,570,1
171,Laine-PALIN,Old,NA,845,0
171,cane,New,manipulable,576,1
172,tepee,Old,nonmanipulable,1377,1
172,potter24,New,NA,1015,1
172,Laine-LUISTI,New,NA,912,0
172,bellows,New,manipulable,873,1
172,potter9,Old,NA,1152,1
172,legos,Old,manipulable,616,1
172,heater,New,nonmanipulable,657,1
172,Laine-RIITMOTT,Old,NA,754,1
172,mouse,New,manipulable,730,1
172,Eals23,Old,NA,719,1
172,whisk,New,manipulable,544,1
172,razor,New,manipulable,871,1
172,Plank17,Old,NA,598,1
172,chimney,Old,nonmanipulable,604,1
172,Eals14,New,NA,838,1
172,sloth,Old,nonmanipulable,682,1
172,stamp,New,manipulable,947,1
172,battery,New,manipulable,673,1
172,Laine-HOYLA,New,NA,1015,1
172,Eals08,Old,NA,1027,1
172,whale,New,nonmanipulable,605,0
172,Eals12,New,NA,1203,1
172,potter12,Old,NA,797,0
172,potter16,New,NA,666,0
172,needle,Old,manipulable,517,1
172,frisbee,New,manipulable,642,1
172,moose,New,nonmanipulable,726,1
172,kirk1,Old,NA,586,1
172,Eals19,New,NA,624,0
172,Plank45,New,NA,716,1
172,drawer,New,nonmanipulable,777,1
172,Laine-ROVE,Old,NA,1190,1
172,potter11,New,NA,848,1
172,headphones,Old,manipulable,844,1
172,ruler,Old,manipulable,700,1
172,Laine-AMPUUSI,New,NA,1236,0
172,potter17,Old,NA,1112,1
172,battleship,Old,nonmanipulable,913,1
172,Plank25,New,NA,1061,1
172,Plank36,New,NA,1441,1
172,Eals22,Old,NA,609,1
172,jellyfish,New,nonmanipulable,918,1
172,Plank4,Old,NA,1091,1
172,yo-yo,Old,manipulable,765,1
172,ladybug,Old,nonmanipulable,540,1
172,Eals26,New,NA,586,1
172,crab,Old,nonmanipulable,651,1
172,potter22,Old,NA,1015,1
172,Laine-JYRSIN,Old,NA,762,1
172,bucket,New,manipulable,829,1
172,Plank5,Old,NA,690,1
172,fountain,New,nonmanipulable,608,1
172,cymbals,New,manipulable,749,1
172,watering-can,Old,manipulable,517,1
172,Plank11,New,NA,1338,0
172,starfish,New,nonmanipulable,679,1
172,Laine-karttu,Old,NA,816,1
172,ram,New,nonmanipulable,1029,1
172,Plank37,New,NA,841,0
172,potter7,Old,NA,537,1
172,Plank13,Old,NA,1105,1
172,hamster,Old,nonmanipulable,1072,0
172,pitcher,New,manipulable,774,1
172,teapot,Old,manipulable,611,1
172,potter26,Old,NA,1016,1
172,Plank3,Old,NA,979,0
172,Laine-tuura,New,NA,1122,0
172,matches,Old,manipulable,590,1
172,potter14,New,NA,723,1
172,hippopotamus,Old,nonmanipulable,764,1
172,potter6,New,NA,847,1
172,frog,New,nonmanipulable,795,1
172,floss,Old,manipulable,662,1
172,firetruck,New,nonmanipulable,689,1
172,Laine-NORHA,Old,NA,599,1
172,camcorder,Old,manipulable,587,0
172,weasel,New,nonmanipulable,793,0
172,Laine-KALKKU,Old,NA,635,1
172,potter8,Old,NA,1287,1
172,Laine-LAVISTIN,New,NA,679,1
172,tank,New,nonmanipulable,1093,0
172,bottle,New,manipulable,680,1
172,Laine-naskain,Old,NA,872,1
172,llama,Old,nonmanipulable,952,1
172,toaster,New,manipulable,1488,1
172,Plank48,New,NA,1318,0
172,potter3,New,NA,1119,0
172,Plank49,Old,NA,708,1
172,dolphin,Old,nonmanipulable,893,1
172,trombone,Old,manipulable,619,1
172,brain,New,nonmanipulable,687,1
172,potter15,Old,NA,929,1
172,satellite,New,nonmanipulable,734,1
172,tape,Old,manipulable,822,1
172,stoplight,Old,nonmanipulable,968,1
172,Laine-MAALITSA,Old,NA,1268,1
172,Laine-LISTIN,New,NA,711,1
172,Laine-kosseli,Old,NA,988,1
172,mammoth,New,nonmanipulable,1112,1
172,platypus,Old,nonmanipulable,726,1
172,Laine-pynna,Old,NA,591,1
172,compass,New,manipulable,700,1
172,potter4,New,NA,787,0
172,Plank50,Old,NA,1325,1
172,hose,Old,manipulable,702,1
172,barbell,Old,manipulable,582,1
172,Laine-HAAHLA,New,NA,1316,1
172,seaturtle,New,nonmanipulable,1088,1
172,plank108,New,NA,1812,0
172,lighthouse,Old,nonmanipulable,708,1
172,Laine-liippa,New,NA,765,1
172,plant,Old,nonmanipulable,787,1
172,Laine-pintta,New,NA,880,1
172,strainer,Old,manipulable,726,1
172,colander,New,manipulable,702,1
172,Eals10,Old,NA,1072,1
172,Eals29,Old,NA,927,1
172,potter29,New,NA,912,1
172,vacuum,Old,manipulable,1068,0
172,Eals32,New,NA,1340,1
172,potter1,New,NA,820,1
172,shark,Old,nonmanipulable,1055,1
172,potter27,New,NA,720,1
172,saturn,Old,nonmanipulable,793,1
172,mug,New,manipulable,771,1
172,Laine-vemmel,New,NA,815,1
172,Laine-PALIN,Old,NA,892,1
172,cane,New,manipulable,774,1
173,tepee,Old,nonmanipulable,606,1
173,potter24,New,NA,1016,1
173,Laine-LUISTI,New,NA,637,1
173,bellows,New,manipulable,663,1
173,potter9,Old,NA,553,0
173,legos,Old,manipulable,528,1
173,heater,New,nonmanipulable,557,1
173,Laine-RIITMOTT,Old,NA,596,0
173,mouse,New,manipulable,597,0
173,Eals23,Old,NA,467,0
173,whisk,New,manipulable,557,1
173,razor,New,manipulable,809,1
173,Plank17,Old,NA,854,0
173,chimney,Old,nonmanipulable,670,1
173,Eals14,New,NA,658,1
173,sloth,Old,nonmanipulable,689,1
173,stamp,New,manipulable,748,1
173,battery,New,manipulable,641,1
173,Laine-HOYLA,New,NA,644,1
173,Eals08,Old,NA,876,0
173,whale,New,nonmanipulable,1070,1
173,Eals12,New,NA,632,1
173,potter12,Old,NA,640,1
173,potter16,New,NA,789,1
173,needle,Old,manipulable,624,1
173,frisbee,New,manipulable,795,1
173,moose,New,nonmanipulable,721,1
173,kirk1,Old,NA,749,1
173,Eals19,New,NA,550,1
173,Plank45,New,NA,509,1
173,drawer,New,nonmanipulable,562,1
173,Laine-ROVE,Old,NA,466,0
173,potter11,New,NA,587,1
173,headphones,Old,manipulable,613,1
173,ruler,Old,manipulable,530,1
173,Laine-AMPUUSI,New,NA,586,1
173,potter17,Old,NA,685,1
173,battleship,Old,nonmanipulable,546,1
173,Plank25,New,NA,522,1
173,Plank36,New,NA,698,1
173,Eals22,Old,NA,527,0
173,jellyfish,New,nonmanipulable,1408,1
173,Plank4,Old,NA,748,0
173,yo-yo,Old,manipulable,617,1
173,ladybug,Old,nonmanipulable,533,1
173,Eals26,New,NA,761,1
173,crab,Old,nonmanipulable,526,1
173,potter22,Old,NA,566,1
173,Laine-JYRSIN,Old,NA,723,1
173,bucket,New,manipulable,620,1
173,Plank5,Old,NA,653,1
173,fountain,New,nonmanipulable,593,1
173,cymbals,New,manipulable,691,1
173,watering-can,Old,manipulable,531,1
173,Plank11,New,NA,668,1
173,starfish,New,nonmanipulable,611,1
173,Laine-karttu,Old,NA,832,0
173,ram,New,nonmanipulable,627,0
173,Plank37,New,NA,778,1
173,potter7,Old,NA,551,0
173,Plank13,Old,NA,662,0
173,hamster,Old,nonmanipulable,1224,1
173,pitcher,New,manipulable,728,1
173,teapot,Old,manipulable,696,0
173,potter26,Old,NA,848,0
173,Plank3,Old,NA,1745,1
173,Laine-tuura,New,NA,985,1
173,matches,Old,manipulable,715,1
173,potter14,New,NA,613,1
173,hippopotamus,Old,nonmanipulable,997,1
173,potter6,New,NA,754,1
173,frog,New,nonmanipulable,857,1
173,floss,Old,manipulable,617,1
173,firetruck,New,nonmanipulable,758,1
173,Laine-NORHA,Old,NA,689,1
173,camcorder,Old,manipulable,571,1
173,weasel,New,nonmanipulable,662,1
173,Laine-KALKKU,Old,NA,528,1
173,potter8,Old,NA,508,1
173,Laine-LAVISTIN,New,NA,662,1
173,tank,New,nonmanipulable,857,1
173,bottle,New,manipulable,690,1
173,Laine-naskain,Old,NA,883,0
173,llama,Old,nonmanipulable,752,0
173,toaster,New,manipulable,1426,1
173,Plank48,New,NA,725,1
173,potter3,New,NA,732,1
173,Plank49,Old,NA,898,0
173,dolphin,Old,nonmanipulable,722,1
173,trombone,Old,manipulable,727,1
173,brain,New,nonmanipulable,776,1
173,potter15,Old,NA,715,0
173,satellite,New,nonmanipulable,748,1
173,tape,Old,manipulable,607,1
173,stoplight,Old,nonmanipulable,581,1
173,Laine-MAALITSA,Old,NA,865,1
173,Laine-LISTIN,New,NA,156,0
173,Laine-kosseli,Old,NA,959,0
173,mammoth,New,nonmanipulable,941,1
173,platypus,Old,nonmanipulable,702,1
173,Laine-pynna,Old,NA,836,0
173,compass,New,manipulable,833,1
173,potter4,New,NA,835,1
173,Plank50,Old,NA,563,0
173,hose,Old,manipulable,546,1
173,barbell,Old,manipulable,512,1
173,Laine-HAAHLA,New,NA,821,1
173,seaturtle,New,nonmanipulable,1226,1
173,plank108,New,NA,779,1
173,lighthouse,Old,nonmanipulable,544,1
173,Laine-liippa,New,NA,907,1
173,plant,Old,nonmanipulable,789,1
173,Laine-pintta,New,NA,769,1
173,strainer,Old,manipulable,550,1
173,colander,New,manipulable,1341,1
173,Eals10,Old,NA,504,0
173,Eals29,Old,NA,616,0
173,potter29,New,NA,566,1
173,vacuum,Old,manipulable,516,1
173,Eals32,New,NA,993,1
173,potter1,New,NA,637,1
173,shark,Old,nonmanipulable,593,1
173,potter27,New,NA,635,1
173,saturn,Old,nonmanipulable,518,1
173,mug,New,manipulable,671,1
173,Laine-vemmel,New,NA,589,1
173,Laine-PALIN,Old,NA,842,1
173,cane,New,manipulable,650,1
175,tepee,Old,nonmanipulable,668,1
175,potter24,New,NA,470,1
175,Laine-LUISTI,New,NA,418,1
175,bellows,New,manipulable,574,1
175,potter9,Old,NA,544,0
175,legos,Old,manipulable,526,1
175,heater,New,nonmanipulable,432,1
175,Laine-RIITMOTT,Old,NA,426,0
175,mouse,New,manipulable,460,1
175,Eals23,Old,NA,479,0
175,whisk,New,manipulable,409,0
175,razor,New,manipulable,399,1
175,Plank17,Old,NA,426,0
175,chimney,Old,nonmanipulable,4430,0
175,Eals14,New,NA,1038,1
175,sloth,Old,nonmanipulable,608,1
175,stamp,New,manipulable,621,1
175,battery,New,manipulable,491,1
175,Laine-HOYLA,New,NA,657,1
175,Eals08,Old,NA,562,0
175,whale,New,nonmanipulable,450,0
175,Eals12,New,NA,457,1
175,potter12,Old,NA,445,0
175,potter16,New,NA,600,1
175,needle,Old,manipulable,374,0
175,frisbee,New,manipulable,619,1
175,moose,New,nonmanipulable,485,0
175,kirk1,Old,NA,464,0
175,Eals19,New,NA,567,1
175,Plank45,New,NA,415,1
175,drawer,New,nonmanipulable,536,1
175,Laine-ROVE,Old,NA,459,0
175,potter11,New,NA,504,1
175,headphones,Old,manipulable,355,0
175,ruler,Old,manipulable,545,1
175,Laine-AMPUUSI,New,NA,654,1
175,potter17,Old,NA,490,0
175,battleship,Old,nonmanipulable,753,1
175,Plank25,New,NA,500,1
175,Plank36,New,NA,731,1
175,Eals22,Old,NA,559,0
175,jellyfish,New,nonmanipulable,647,0
175,Plank4,Old,NA,655,0
175,yo-yo,Old,manipulable,553,1
175,ladybug,Old,nonmanipulable,497,1
175,Eals26,New,NA,520,1
175,crab,Old,nonmanipulable,648,1
175,potter22,Old,NA,539,0
175,Laine-JYRSIN,Old,NA,624,0
175,bucket,New,manipulable,1237,0
175,Plank5,Old,NA,524,0
175,fountain,New,nonmanipulable,712,1
175,cymbals,New,manipulable,813,1
175,watering-can,Old,manipulable,601,1
175,Plank11,New,NA,643,1
175,starfish,New,nonmanipulable,543,0
175,Laine-karttu,Old,NA,539,0
175,ram,New,nonmanipulable,772,0
175,Plank37,New,NA,500,1
175,potter7,Old,NA,1133,0
175,Plank13,Old,NA,801,0
175,hamster,Old,nonmanipulable,693,1
175,pitcher,New,manipulable,702,1
175,teapot,Old,manipulable,1173,0
175,potter26,Old,NA,579,0
175,Plank3,Old,NA,712,0
175,Laine-tuura,New,NA,864,0
175,matches,Old,manipulable,673,1
175,potter14,New,NA,623,1
175,hippopotamus,Old,nonmanipulable,476,1
175,potter6,New,NA,500,1
175,frog,New,nonmanipulable,848,0
175,floss,Old,manipulable,539,1
175,firetruck,New,nonmanipulable,646,1
175,Laine-NORHA,Old,NA,979,0
175,camcorder,Old,manipulable,724,0
175,weasel,New,nonmanipulable,534,0
175,Laine-KALKKU,Old,NA,554,1
175,potter8,Old,NA,410,0
175,Laine-LAVISTIN,New,NA,655,1
175,tank,New,nonmanipulable,935,0
175,bottle,New,manipulable,709,1
175,Laine-naskain,Old,NA,680,0
175,llama,Old,nonmanipulable,500,0
175,toaster,New,manipulable,651,1
175,Plank48,New,NA,619,1
175,potter3,New,NA,672,1
175,Plank49,Old,NA,529,0
175,dolphin,Old,nonmanipulable,500,0
175,trombone,Old,manipulable,700,1
175,brain,New,nonmanipulable,737,1
175,potter15,Old,NA,730,1
175,satellite,New,nonmanipulable,599,1
175,tape,Old,manipulable,588,1
175,stoplight,Old,nonmanipulable,632,0
175,Laine-MAALITSA,Old,NA,778,1
175,Laine-LISTIN,New,NA,711,0
175,Laine-kosseli,Old,NA,667,0
175,mammoth,New,nonmanipulable,557,0
175,platypus,Old,nonmanipulable,458,1
175,Laine-pynna,Old,NA,1037,0
175,compass,New,manipulable,717,1
175,potter4,New,NA,718,1
175,Plank50,Old,NA,496,0
175,hose,Old,manipulable,517,1
175,barbell,Old,manipulable,515,1
175,Laine-HAAHLA,New,NA,835,1
175,seaturtle,New,nonmanipulable,504,0
175,plank108,New,NA,500,1
175,lighthouse,Old,nonmanipulable,691,1
175,Laine-liippa,New,NA,497,1
175,plant,Old,nonmanipulable,690,0
175,Laine-pintta,New,NA,531,1
175,strainer,Old,manipulable,919,1
175,colander,New,manipulable,489,0
175,Eals10,Old,NA,608,0
175,Eals29,Old,NA,660,0
175,potter29,New,NA,631,1
175,vacuum,Old,manipulable,762,0
175,Eals32,New,NA,757,0
175,potter1,New,NA,773,1
175,shark,Old,nonmanipulable,511,1
175,potter27,New,NA,686,1
175,saturn,Old,nonmanipulable,617,1
175,mug,New,manipulable,706,1
175,Laine-vemmel,New,NA,692,1
175,Laine-PALIN,Old,NA,612,0
175,cane,New,manipulable,1048,0
176,tepee,Old,nonmanipulable,531,1
176,potter24,New,NA,480,1
176,Laine-LUISTI,New,NA,586,1
176,bellows,New,manipulable,517,0
176,potter9,Old,NA,500,0
176,legos,Old,manipulable,659,1
176,heater,New,nonmanipulable,537,1
176,Laine-RIITMOTT,Old,NA,490,0
176,mouse,New,manipulable,657,1
176,Eals23,Old,NA,500,0
176,whisk,New,manipulable,646,1
176,razor,New,manipulable,593,1
176,Plank17,Old,NA,523,0
176,chimney,Old,nonmanipulable,676,1
176,Eals14,New,NA,476,1
176,sloth,Old,nonmanipulable,525,1
176,stamp,New,manipulable,813,1
176,battery,New,manipulable,752,1
176,Laine-HOYLA,New,NA,621,1
176,Eals08,Old,NA,441,0
176,whale,New,nonmanipulable,1177,1
176,Eals12,New,NA,694,1
176,potter12,Old,NA,535,0
176,potter16,New,NA,615,1
176,needle,Old,manipulable,711,1
176,frisbee,New,manipulable,574,1
176,moose,New,nonmanipulable,574,1
176,kirk1,Old,NA,688,0
176,Eals19,New,NA,500,1
176,Plank45,New,NA,676,1
176,drawer,New,nonmanipulable,644,1
176,Laine-ROVE,Old,NA,480,0
176,potter11,New,NA,522,1
176,headphones,Old,manipulable,609,0
176,ruler,Old,manipulable,553,1
176,Laine-AMPUUSI,New,NA,489,1
176,potter17,Old,NA,420,0
176,battleship,Old,nonmanipulable,512,1
176,Plank25,New,NA,445,1
176,Plank36,New,NA,415,1
176,Eals22,Old,NA,539,1
176,jellyfish,New,nonmanipulable,377,1
176,Plank4,Old,NA,512,0
176,yo-yo,Old,manipulable,549,1
176,ladybug,Old,nonmanipulable,525,1
176,Eals26,New,NA,469,1
176,crab,Old,nonmanipulable,406,1
176,potter22,Old,NA,452,0
176,Laine-JYRSIN,Old,NA,476,1
176,bucket,New,manipulable,628,1
176,Plank5,Old,NA,488,0
176,fountain,New,nonmanipulable,593,1
176,cymbals,New,manipulable,526,1
176,watering-can,Old,manipulable,507,1
176,Plank11,New,NA,500,1
176,starfish,New,nonmanipulable,695,1
176,Laine-karttu,Old,NA,449,0
176,ram,New,nonmanipulable,723,1
176,Plank37,New,NA,611,1
176,potter7,Old,NA,900,0
176,Plank13,Old,NA,686,0
176,hamster,Old,nonmanipulable,628,1
176,pitcher,New,manipulable,648,1
176,teapot,Old,manipulable,655,1
176,potter26,Old,NA,476,0
176,Plank3,Old,NA,580,0
176,Laine-tuura,New,NA,745,1
176,matches,Old,manipulable,581,1
176,potter14,New,NA,531,1
176,hippopotamus,Old,nonmanipulable,504,1
176,potter6,New,NA,730,1
176,frog,New,nonmanipulable,541,0
176,floss,Old,manipulable,500,0
176,firetruck,New,nonmanipulable,562,1
176,Laine-NORHA,Old,NA,781,1
176,camcorder,Old,manipulable,634,1
176,weasel,New,nonmanipulable,562,0
176,Laine-KALKKU,Old,NA,504,0
176,potter8,Old,NA,543,0
176,Laine-LAVISTIN,New,NA,543,1
176,tank,New,nonmanipulable,859,0
176,bottle,New,manipulable,772,1
176,Laine-naskain,Old,NA,755,1
176,llama,Old,nonmanipulable,1360,0
176,toaster,New,manipulable,727,1
176,Plank48,New,NA,796,1
176,potter3,New,NA,960,1
176,Plank49,Old,NA,904,0
176,dolphin,Old,nonmanipulable,478,1
176,trombone,Old,manipulable,600,0
176,brain,New,nonmanipulable,701,1
176,potter15,Old,NA,844,1
176,satellite,New,nonmanipulable,879,1
176,tape,Old,manipulable,622,1
176,stoplight,Old,nonmanipulable,673,1
176,Laine-MAALITSA,Old,NA,763,0
176,Laine-LISTIN,New,NA,702,1
176,Laine-kosseli,Old,NA,760,0
176,mammoth,New,nonmanipulable,707,1
176,platypus,Old,nonmanipulable,500,0
176,Laine-pynna,Old,NA,577,0
176,compass,New,manipulable,570,1
176,potter4,New,NA,506,1
176,Plank50,Old,NA,608,0
176,hose,Old,manipulable,500,0
176,barbell,Old,manipulable,704,1
176,Laine-HAAHLA,New,NA,882,1
176,seaturtle,New,nonmanipulable,591,0
176,plank108,New,NA,1004,1
176,lighthouse,Old,nonmanipulable,682,0
176,Laine-liippa,New,NA,640,1
176,plant,Old,nonmanipulable,596,1
176,Laine-pintta,New,NA,1005,1
176,strainer,Old,manipulable,500,0
176,colander,New,manipulable,500,1
176,Eals10,Old,NA,712,0
176,Eals29,Old,NA,639,1
176,potter29,New,NA,580,1
176,vacuum,Old,manipulable,686,1
176,Eals32,New,NA,536,1
176,potter1,New,NA,732,1
176,shark,Old,nonmanipulable,594,1
176,potter27,New,NA,729,1
176,saturn,Old,nonmanipulable,446,1
176,mug,New,manipulable,504,1
176,Laine-vemmel,New,NA,570,1
176,Laine-PALIN,Old,NA,543,0
176,cane,New,manipulable,683,1
177,tepee,Old,nonmanipulable,392,1
177,potter24,New,NA,436,1
177,Laine-LUISTI,New,NA,591,0
177,bellows,New,manipulable,367,0
177,potter9,Old,NA,514,0
177,legos,Old,manipulable,420,1
177,heater,New,nonmanipulable,667,1
177,Laine-RIITMOTT,Old,NA,351,1
177,mouse,New,manipulable,407,0
177,Eals23,Old,NA,450,0
177,whisk,New,manipulable,371,0
177,razor,New,manipulable,474,0
177,Plank17,Old,NA,341,1
177,chimney,Old,nonmanipulable,433,1
177,Eals14,New,NA,534,1
177,sloth,Old,nonmanipulable,394,1
177,stamp,New,manipulable,1214,0
177,battery,New,manipulable,417,0
177,Laine-HOYLA,New,NA,524,0
177,Eals08,Old,NA,462,0
177,whale,New,nonmanipulable,358,0
177,Eals12,New,NA,629,1
177,potter12,Old,NA,616,0
177,potter16,New,NA,720,1
177,needle,Old,manipulable,481,1
177,frisbee,New,manipulable,460,0
177,moose,New,nonmanipulable,387,0
177,kirk1,Old,NA,466,0
177,Eals19,New,NA,470,1
177,Plank45,New,NA,452,1
177,drawer,New,nonmanipulable,432,0
177,Laine-ROVE,Old,NA,507,0
177,potter11,New,NA,656,0
177,headphones,Old,manipulable,546,1
177,ruler,Old,manipulable,411,1
177,Laine-AMPUUSI,New,NA,652,1
177,potter17,Old,NA,418,1
177,battleship,Old,nonmanipulable,427,1
177,Plank25,New,NA,623,1
177,Plank36,New,NA,611,1
177,Eals22,Old,NA,539,0
177,jellyfish,New,nonmanipulable,388,0
177,Plank4,Old,NA,897,0
177,yo-yo,Old,manipulable,446,1
177,ladybug,Old,nonmanipulable,402,1
177,Eals26,New,NA,479,1
177,crab,Old,nonmanipulable,457,1
177,potter22,Old,NA,401,1
177,Laine-JYRSIN,Old,NA,700,1
177,bucket,New,manipulable,430,0
177,Plank5,Old,NA,554,0
177,fountain,New,nonmanipulable,366,0
177,cymbals,New,manipulable,515,0
177,watering-can,Old,manipulable,453,1
177,Plank11,New,NA,597,1
177,starfish,New,nonmanipulable,355,0
177,Laine-karttu,Old,NA,632,0
177,ram,New,nonmanipulable,381,0
177,Plank37,New,NA,551,1
177,potter7,Old,NA,431,1
177,Plank13,Old,NA,369,1
177,hamster,Old,nonmanipulable,489,1
177,pitcher,New,manipulable,448,0
177,teapot,Old,manipulable,413,1
177,potter26,Old,NA,608,0
177,Plank3,Old,NA,402,1
177,Laine-tuura,New,NA,424,0
177,matches,Old,manipulable,625,1
177,potter14,New,NA,566,0
177,hippopotamus,Old,nonmanipulable,469,1
177,potter6,New,NA,996,1
177,frog,New,nonmanipulable,442,0
177,floss,Old,manipulable,493,1
177,firetruck,New,nonmanipulable,387,0
177,Laine-NORHA,Old,NA,737,0
177,camcorder,Old,manipulable,345,1
177,weasel,New,nonmanipulable,376,0
177,Laine-KALKKU,Old,NA,579,0
177,potter8,Old,NA,607,0
177,Laine-LAVISTIN,New,NA,444,0
177,tank,New,nonmanipulable,384,0
177,bottle,New,manipulable,402,0
177,Laine-naskain,Old,NA,784,0
177,llama,Old,nonmanipulable,333,1
177,toaster,New,manipulable,505,0
177,Plank48,New,NA,594,1
177,potter3,New,NA,575,1
177,Plank49,Old,NA,428,1
177,dolphin,Old,nonmanipulable,380,1
177,trombone,Old,manipulable,1009,1
177,brain,New,nonmanipulable,423,0
177,potter15,Old,NA,538,0
177,satellite,New,nonmanipulable,448,0
177,tape,Old,manipulable,514,1
177,stoplight,Old,nonmanipulable,928,1
177,Laine-MAALITSA,Old,NA,577,0
177,Laine-LISTIN,New,NA,420,0
177,Laine-kosseli,Old,NA,527,1
177,mammoth,New,nonmanipulable,453,0
177,platypus,Old,nonmanipulable,496,1
177,Laine-pynna,Old,NA,601,1
177,compass,New,manipulable,427,0
177,potter4,New,NA,559,1
177,Plank50,Old,NA,694,1
177,hose,Old,manipulable,421,1
177,barbell,Old,manipulable,386,1
177,Laine-HAAHLA,New,NA,429,0
177,seaturtle,New,nonmanipulable,400,0
177,plank108,New,NA,596,1
177,lighthouse,Old,nonmanipulable,331,1
177,Laine-liippa,New,NA,630,1
177,plant,Old,nonmanipulable,355,1
177,Laine-pintta,New,NA,369,0
177,strainer,Old,manipulable,439,1
177,colander,New,manipulable,345,0
177,Eals10,Old,NA,575,0
177,Eals29,Old,NA,582,1
177,potter29,New,NA,680,1
177,vacuum,Old,manipulable,361,1
177,Eals32,New,NA,489,1
177,potter1,New,NA,320,0
177,shark,Old,nonmanipulable,354,1
177,potter27,New,NA,391,0
177,saturn,Old,nonmanipulable,454,1
177,mug,New,manipulable,446,0
177,Laine-vemmel,New,NA,656,1
177,Laine-PALIN,Old,NA,948,1
177,cane,New,manipulable,404,0
179,tepee,Old,nonmanipulable,828,1
179,potter24,New,NA,655,1
179,Laine-LUISTI,New,NA,661,1
179,bellows,New,manipulable,490,1
179,potter9,Old,NA,629,1
179,legos,Old,manipulable,509,1
179,heater,New,nonmanipulable,540,1
179,Laine-RIITMOTT,Old,NA,604,1
179,mouse,New,manipulable,572,1
179,Eals23,Old,NA,674,1
179,whisk,New,manipulable,579,1
179,razor,New,manipulable,660,1
179,Plank17,Old,NA,719,1
179,chimney,Old,nonmanipulable,708,1
179,Eals14,New,NA,579,1
179,sloth,Old,nonmanipulable,641,1
179,stamp,New,manipulable,872,1
179,battery,New,manipulable,673,1
179,Laine-HOYLA,New,NA,577,1
179,Eals08,Old,NA,763,1
179,whale,New,nonmanipulable,665,1
179,Eals12,New,NA,685,1
179,potter12,Old,NA,622,1
179,potter16,New,NA,634,1
179,needle,Old,manipulable,644,1
179,frisbee,New,manipulable,646,1
179,moose,New,nonmanipulable,625,1
179,kirk1,Old,NA,627,1
179,Eals19,New,NA,565,1
179,Plank45,New,NA,593,1
179,drawer,New,nonmanipulable,537,1
179,Laine-ROVE,Old,NA,616,0
179,potter11,New,NA,621,1
179,headphones,Old,manipulable,637,1
179,ruler,Old,manipulable,762,1
179,Laine-AMPUUSI,New,NA,576,1
179,potter17,Old,NA,738,1
179,battleship,Old,nonmanipulable,674,1
179,Plank25,New,NA,931,1
179,Plank36,New,NA,1494,0
179,Eals22,Old,NA,819,0
179,jellyfish,New,nonmanipulable,1046,1
179,Plank4,Old,NA,810,1
179,yo-yo,Old,manipulable,819,1
179,ladybug,Old,nonmanipulable,776,1
179,Eals26,New,NA,627,1
179,crab,Old,nonmanipulable,867,1
179,potter22,Old,NA,933,1
179,Laine-JYRSIN,Old,NA,771,1
179,bucket,New,manipulable,712,1
179,Plank5,Old,NA,687,0
179,fountain,New,nonmanipulable,710,1
179,cymbals,New,manipulable,718,1
179,watering-can,Old,manipulable,731,1
179,Plank11,New,NA,873,1
179,starfish,New,nonmanipulable,666,1
179,Laine-karttu,Old,NA,619,1
179,ram,New,nonmanipulable,563,1
179,Plank37,New,NA,657,1
179,potter7,Old,NA,593,1
179,Plank13,Old,NA,711,1
179,hamster,Old,nonmanipulable,604,0
179,pitcher,New,manipulable,808,1
179,teapot,Old,manipulable,1065,1
179,potter26,Old,NA,1036,0
179,Plank3,Old,NA,896,1
179,Laine-tuura,New,NA,677,1
179,matches,Old,manipulable,1060,1
179,potter14,New,NA,878,1
179,hippopotamus,Old,nonmanipulable,748,1
179,potter6,New,NA,757,1
179,frog,New,nonmanipulable,617,1
179,floss,Old,manipulable,653,1
179,firetruck,New,nonmanipulable,685,1
179,Laine-NORHA,Old,NA,638,1
179,camcorder,Old,manipulable,471,1
179,weasel,New,nonmanipulable,567,1
179,Laine-KALKKU,Old,NA,606,1
179,potter8,Old,NA,559,0
179,Laine-LAVISTIN,New,NA,677,1
179,tank,New,nonmanipulable,627,1
179,bottle,New,manipulable,508,1
